order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
4238,2460,21,"Pasta Carbonara,Ricotta stuffed Ravioli",2021-05-07,08:44:58,completed,10.05
4239,2840,14,Pasta and Beans,2023-09-10,18:15:56,pending,8.3
4240,227,28,Bruschette with Tomato,2024-11-22,10:14:52,completed,5.98
4241,10,30,Pork belly buns,2025-10-05,06:57:18,completed,6.51
4242,1942,15,Bruschette with Tomato,2025-05-19,21:27:41,completed,4.76
4243,2283,4,"Caprese Salad,Chicken wings,Pappardelle alla Bolognese",2020-10-17,21:12:00,completed,15.25
4244,1364,17,Mushroom Risotto,2024-01-14,08:41:01,completed,8.66
4245,2673,28,Tiramisù,2021-02-13,20:22:59,pending,8.17
4246,2268,21,Philadelphia maki,2021-03-09,14:13:33,completed,5.18
4247,2829,1,"Lasagne,Fish and chips,Katsu Curry,Pork belly buns,Tuna sashimi",2021-01-13,15:08:06,completed,26.39
4248,2902,3,Risotto with seafood,2022-03-02,19:37:55,completed,5.13
4249,2774,25,Chicken Fajitas,2024-06-30,22:34:17,completed,5.58
4250,795,19,"Pappardelle alla Bolognese,Mushroom Risotto,Pasta with Tomato and Basil",2025-09-16,15:10:55,completed,18.76
4251,1494,6,Tiramisù,2024-01-10,22:39:47,completed,5.09
4252,287,25,"Califlower penne,Pappardelle alla Bolognese",2023-05-28,19:50:08,completed,9.76
4253,1508,1,"Bruschette with Tomato,Caesar Salad",2025-02-14,14:41:19,pending,14.3
4254,496,24,Chicken wings,2021-05-17,11:07:31,completed,8.81
4255,2893,7,Pasta with Tomato and Basil,2023-12-06,16:34:01,completed,5.74
4256,1936,26,"Pork sausage roll,Souvlaki,Tuna sashimi",2023-04-13,06:43:07,completed,24.24
4257,1786,6,"Chicken Fajitas,French fries with sausages,Pasta Carbonara",2020-12-27,19:34:45,pending,20.14
4258,1407,10,"Salmon nigiri,Linguine with clams,California maki",2021-08-29,08:21:18,completed,20.4
4259,2912,25,"Pork belly buns,Caesar Salad,Chicken Fajitas,Mushroom Risotto",2020-08-21,16:35:03,completed,25.14
4260,2609,15,"Linguine with clams,Meatballs with sauce",2020-12-28,09:18:32,cancelled,15.06
4261,2303,24,Meatballs with sauce,2020-08-19,14:13:01,completed,5.37
4262,2339,12,Salmon nigiri,2025-01-25,13:37:26,completed,6.79
4263,2852,2,"Fettuccine Alfredo,Pappardelle alla Bolognese,Pork sausage roll,Pasta and Beans,Mushroom Risotto",2024-03-05,06:32:42,cancelled,32.25
4264,60,12,"Lasagne,Chilli con carne,Califlower penne",2020-01-08,19:42:58,completed,22.26
4265,1795,1,"Fettuccine Alfredo,Pasta Carbonara",2021-06-08,11:01:10,completed,12.41
4266,1253,5,Fettuccine Alfredo,2022-04-01,16:20:16,completed,5.25
4267,532,21,"French fries with sausages,Califlower penne",2021-08-31,20:40:55,completed,13.77
4268,2783,29,"Chicken milanese,Linguine with clams",2022-10-06,16:19:09,completed,10.37
4269,1180,10,Fish and chips,2023-07-15,13:27:48,completed,4.67
4270,2273,26,Linguine with clams,2023-05-15,08:17:54,completed,6.03
4271,2130,15,French fries with sausages,2025-02-21,16:42:55,completed,4.17
4272,1126,8,"French fries with sausages,Chilli con carne",2025-07-05,10:24:57,cancelled,17.06
4273,2041,18,Risotto with seafood,2024-07-14,10:13:27,pending,5.7
4274,1860,6,Fettuccine Alfredo,2022-05-29,21:28:23,completed,7.25
4275,1669,24,Pizza,2023-08-17,21:50:14,pending,7.81
4276,2505,23,Califlower penne,2024-12-13,11:46:27,completed,4.11
4277,2245,30,"Fish and chips,Chilli con carne,Teriyaki Chicken donburi",2020-09-07,12:54:52,completed,15.03
4278,1827,1,"Caprese Salad,Pasta Carbonara,Caprese Salad",2025-05-20,15:25:25,completed,18.76
4279,870,8,Pasta with Tomato and Basil,2021-08-08,09:07:06,pending,6.74
4280,1459,25,Ricotta stuffed Ravioli,2020-09-13,14:59:38,cancelled,4.12
4281,2972,21,French fries with sausages,2023-12-27,07:44:15,pending,8.42
4282,380,9,Chilli con carne,2022-12-13,10:04:14,completed,8.2
4283,1622,13,Chicken wings,2021-01-31,18:30:08,completed,5.98
4284,1847,21,"Chicken Fajitas,Chicken milanese,Chicken wings",2020-09-21,06:35:35,cancelled,20.57
4285,970,23,"Mushroom Risotto,Meatballs with sauce",2020-01-03,07:24:22,completed,13.12
4286,2000,26,Katsu Curry,2023-12-16,17:34:32,completed,6.13
4287,582,26,Bruschette with Tomato,2021-05-21,21:23:49,completed,6.18
4288,1344,20,Fettuccine Alfredo,2025-09-20,22:46:55,completed,6.12
4289,1830,10,Pasta and Beans,2021-06-16,06:09:26,completed,4.12
4290,2888,15,"Vegetable Soup,Risotto with seafood,Cheeseburger",2020-06-18,08:31:52,completed,19.42
4291,2462,11,Chicken wings,2025-08-12,09:20:02,completed,5.65
4292,2062,16,California maki,2025-05-08,19:54:54,completed,7.24
4293,2804,9,Pizza,2025-01-25,13:11:36,completed,5.72
4294,956,5,"Ricotta stuffed Ravioli,Katsu Curry,Ebiten maki,Pork sausage roll,Pasta Carbonara",2024-08-03,11:00:17,cancelled,29.75
4295,1749,29,Souvlaki,2021-04-15,20:49:22,cancelled,4.97
4296,195,16,"Pasta Carbonara,Salmon nigiri",2020-03-16,20:32:27,completed,15.15
4297,211,21,"Teriyaki Chicken donburi,Teriyaki Chicken donburi,Caprese Salad",2020-02-29,20:05:36,completed,18.94
4298,653,10,"Risotto with seafood,Bruschette with Tomato,Risotto with seafood,Chilli con carne,Chicken milanese",2023-11-14,19:43:52,cancelled,32.28
4299,2826,22,"Chilli con carne,Pizza,Vegetable Soup",2024-12-21,14:48:10,pending,15.78
4300,1666,9,"Lasagne,Fish and chips,Lasagne,Chicken wings,Pizza",2021-07-19,14:18:05,completed,31.7
4301,1455,11,Califlower penne,2024-07-11,13:13:43,completed,7.9
4302,2904,15,"Califlower penne,Risotto with seafood,Risotto with seafood,Tuna sashimi",2024-02-13,16:04:17,pending,28.46
4303,1928,3,Chicken milanese,2021-12-20,19:30:37,completed,4.62
4304,1949,12,Chicken milanese,2021-01-18,18:43:21,completed,7.46
4305,1762,16,"Tiramisù,Ricotta stuffed Ravioli",2025-01-14,20:39:37,completed,11.25
4306,1898,10,Ricotta stuffed Ravioli,2022-03-27,15:52:14,completed,4.26
4307,2366,25,"California maki,Chicken milanese",2020-09-28,20:40:12,completed,13.03
4308,179,23,Pasta and Beans,2021-07-26,15:04:54,cancelled,6.17
4309,956,17,"Mushroom Risotto,Bruschette with Tomato,Souvlaki",2021-12-04,16:36:08,pending,19.24
4310,2073,9,"Chicken Fajitas,Caesar Salad",2022-11-18,21:57:23,completed,14.46
4311,1072,15,Teriyaki Chicken donburi,2023-05-30,17:17:00,pending,5.69
4312,1305,23,Pasta with Tomato and Basil,2025-03-03,13:31:53,cancelled,6.43
4313,154,29,Pasta and Beans,2023-12-25,10:24:06,completed,6.29
4314,1173,1,"Meatballs with sauce,Cheeseburger",2020-12-01,07:42:30,completed,12.99
4315,2914,17,"French fries with sausages,Pasta Carbonara,Barbecue Ribs",2023-10-12,14:57:17,completed,19.34
4316,1157,13,Meatballs with sauce,2021-12-05,07:12:51,completed,6.46
4317,2192,1,Ricotta stuffed Ravioli,2022-02-14,14:15:58,completed,6.96
4318,1063,13,"Chilli con carne,Chicken milanese,Fish and chips,Pizza,Katsu Curry",2021-09-20,18:35:16,completed,33.11
4319,240,26,Mushroom Risotto,2023-01-26,17:24:19,completed,5.19
4320,1739,26,"Bruschette with Tomato,Lasagne,Chilli con carne",2022-09-19,18:58:48,pending,17.74
4321,115,11,Chilli con carne,2022-09-10,08:26:40,completed,4.24
4322,2857,12,"Teriyaki Chicken donburi,Barbecue Ribs",2021-08-14,11:37:22,pending,10.1
4323,457,28,Pasta with Tomato and Basil,2022-07-22,09:15:31,completed,6.41
4324,2614,11,Pasta and Beans,2025-01-13,21:11:01,completed,5.8
4325,883,7,"Chicken wings,Chicken wings,Fettuccine Alfredo,Teriyaki Chicken donburi",2022-05-20,22:20:29,completed,29.18
4326,1666,19,Pasta with Tomato and Basil,2023-12-25,11:03:19,pending,5.33
4327,1523,27,"California maki,Pork belly buns",2024-03-25,20:24:57,completed,13.15
4328,1131,16,Chicken wings,2024-03-18,17:32:34,completed,4.95
4329,844,19,"Philadelphia maki,Chicken Fajitas",2021-04-21,06:49:22,pending,12.62
4330,304,25,Meatballs with sauce,2021-04-23,14:47:39,completed,7.26
4331,2734,12,Mushroom Risotto,2022-08-30,13:25:03,completed,5.09
4332,265,30,"Risotto with seafood,Pork sausage roll,Pasta with Tomato and Basil",2022-10-09,20:28:18,completed,22.85
4333,370,6,Philadelphia maki,2020-12-16,16:27:07,pending,4.4
4334,1113,2,"Chilli con carne,Chicken Fajitas,Pasta with Tomato and Basil,Tuna sashimi",2022-02-14,09:50:47,completed,26.53
4335,1965,9,"Ricotta stuffed Ravioli,French fries with sausages",2023-03-15,08:07:44,completed,12.65
4336,2141,19,"Philadelphia maki,Fettuccine Alfredo",2023-09-25,19:30:37,completed,11.23
4337,2818,16,"Caesar Salad,Pork sausage roll,Teriyaki Chicken donburi",2025-10-04,06:09:05,completed,23.84
4338,2483,6,Califlower penne,2024-10-04,22:59:37,completed,6.18
4339,534,6,"Meatballs with sauce,Pasta with Tomato and Basil,Fettuccine Alfredo",2023-02-25,08:38:58,completed,17.93
4340,2540,18,"Barbecue Ribs,Pasta and Beans",2021-07-11,19:36:53,completed,11.68
4341,2250,8,Barbecue Ribs,2025-07-18,18:24:09,completed,7.99
4342,787,29,"Pizza,Pappardelle alla Bolognese,Califlower penne,Mushroom Risotto,Pasta and Beans",2024-07-12,22:41:20,pending,37.72
4343,1008,23,Mushroom Risotto,2021-03-02,07:36:40,completed,7.24
4344,2693,7,Chicken Fajitas,2021-01-07,21:04:39,completed,7.47
4345,694,18,"Chilli con carne,Pork belly buns,Caprese Salad",2021-11-13,07:23:55,completed,17.05
4346,93,12,Pasta with Tomato and Basil,2022-10-31,18:42:28,completed,7.92
4347,1909,17,Risotto with seafood,2023-10-11,13:51:01,completed,6.7
4348,393,6,"Bruschette with Tomato,Risotto with seafood,Bruschette with Tomato",2022-09-21,07:15:37,completed,22.55
4349,394,16,Philadelphia maki,2025-08-15,21:01:56,completed,7.94
4350,745,13,Pork sausage roll,2020-07-17,14:23:03,completed,6.12
4351,2107,26,"Meatballs with sauce,Risotto with seafood,Caesar Salad,Chicken wings",2022-08-15,12:18:59,completed,27.56
4352,2184,10,"Caesar Salad,Katsu Curry,Caesar Salad,Pasta and Beans",2024-01-02,08:49:01,completed,25.01
4353,1023,15,"Chicken wings,Linguine with clams,Pork sausage roll,Linguine with clams",2023-02-05,07:26:22,completed,24.4
4354,2615,10,Caesar Salad,2023-11-17,06:36:47,completed,7.1
4355,1647,29,"Pork sausage roll,Philadelphia maki,Pizza,Katsu Curry",2020-02-02,11:29:00,completed,25.39
4356,1295,27,"Caesar Salad,Cheeseburger,Katsu Curry",2025-04-11,08:37:46,completed,20.5
4357,2783,17,Chicken milanese,2022-07-16,06:17:51,completed,5.93
4358,1779,17,Bruschette with Tomato,2024-06-07,10:13:26,completed,7.75
4359,784,1,"Fettuccine Alfredo,Chilli con carne,Lasagne",2025-09-02,13:51:56,cancelled,20.52
4360,426,15,Vegetable Soup,2024-07-02,21:27:12,cancelled,6.62
4361,2024,7,"Pasta Carbonara,Chicken milanese,Salmon nigiri",2021-03-22,14:45:42,completed,17.7
4362,2901,6,"Caesar Salad,Katsu Curry,Califlower penne,Scotch eggs",2023-11-22,07:44:03,pending,23.43
4363,219,18,Scotch eggs,2025-09-11,19:48:43,completed,4.76
4364,2311,28,Teriyaki Chicken donburi,2021-12-23,13:04:39,pending,5.5
4365,1180,9,"Tiramisù,Pasta Carbonara,Cheeseburger",2025-09-19,20:19:57,completed,21.62
4366,2368,29,Bruschette with Tomato,2025-01-03,09:11:30,pending,6.29
4367,2138,9,"Risotto with seafood,Pappardelle alla Bolognese,Bruschette with Tomato",2021-11-17,12:28:36,completed,21.96
4368,1584,14,"Pizza,Mushroom Risotto,Risotto with seafood",2020-05-10,09:58:47,pending,16.46
4369,1366,22,Katsu Curry,2023-04-01,18:04:56,completed,7.51
4370,859,24,"Pasta with Tomato and Basil,Chicken Fajitas,Pork belly buns,Pizza",2021-02-01,08:11:45,completed,28.31
4371,2015,29,Pizza,2021-01-15,10:27:54,completed,8.79
4372,28,6,Pasta and Beans,2021-10-05,16:31:55,completed,6.16
4373,835,11,Pasta Carbonara,2021-11-08,06:31:25,completed,7.51
4374,1188,30,"Cheeseburger,Philadelphia maki,Salmon nigiri",2020-08-18,21:50:06,completed,22.58
4375,1984,6,Califlower penne,2020-08-17,08:38:04,pending,7.19
4376,68,27,Fish and chips,2021-08-30,22:47:00,completed,4.05
4377,1024,23,California maki,2024-04-17,06:28:19,completed,5.74
4378,2982,24,French fries with sausages,2022-07-23,21:54:55,completed,5.46
4379,249,7,"Cheeseburger,Ricotta stuffed Ravioli,Lasagne,Chicken wings",2024-11-20,10:06:15,completed,26.02
4380,1824,1,"Chicken milanese,French fries with sausages,Pork belly buns",2025-08-27,12:49:02,completed,21.0
4381,1290,14,"Tiramisù,Chilli con carne,Barbecue Ribs",2024-11-20,08:08:10,completed,22.32
4382,2940,25,"Risotto with seafood,Meatballs with sauce,French fries with sausages",2020-11-27,17:55:56,pending,22.03
4383,816,9,"Katsu Curry,Katsu Curry,Fettuccine Alfredo",2021-06-29,13:59:40,completed,14.96
4384,353,14,Fish and chips,2021-01-10,16:47:03,completed,5.45
4385,972,29,"Souvlaki,Ricotta stuffed Ravioli,Fettuccine Alfredo,Califlower penne,Barbecue Ribs",2020-07-25,15:17:38,completed,37.32
4386,2832,11,Scotch eggs,2023-05-17,09:35:01,completed,5.67
4387,1269,14,"Caesar Salad,Teriyaki Chicken donburi",2023-09-27,17:55:20,completed,8.24
4388,2144,6,Pork belly buns,2023-10-21,18:16:26,pending,7.02
4389,1963,8,Tiramisù,2021-11-14,09:00:08,completed,5.67
4390,2318,28,"Caesar Salad,Pappardelle alla Bolognese",2024-12-28,11:48:23,cancelled,15.93
4391,833,18,"French fries with sausages,Tiramisù,Linguine with clams",2023-03-09,10:17:24,completed,23.4
4392,2382,12,Chicken Fajitas,2024-08-08,08:44:09,completed,6.09
4393,2257,29,Ebiten maki,2023-09-18,09:58:35,completed,5.99
4394,944,30,Souvlaki,2025-01-31,08:55:00,completed,7.01
4395,870,2,Caesar Salad,2022-03-12,13:09:17,completed,8.7
4396,2417,8,Tuna sashimi,2024-08-04,08:35:02,completed,8.11
4397,1302,26,"Chicken wings,Katsu Curry",2025-01-10,16:50:38,completed,13.88
4398,1479,7,"California maki,Chilli con carne",2023-12-20,11:34:39,pending,13.62
4399,2838,28,Cheeseburger,2021-05-19,11:50:57,completed,7.37
4400,692,19,Tiramisù,2021-12-16,06:14:14,completed,4.59
4401,2724,6,Califlower penne,2023-09-25,18:26:24,completed,5.55
4402,1101,22,"Pasta and Beans,Vegetable Soup,Pizza,Meatballs with sauce",2025-04-26,06:45:16,completed,25.62
4403,1377,5,Risotto with seafood,2024-05-24,12:10:51,completed,5.5
4404,2182,8,"Teriyaki Chicken donburi,Linguine with clams",2020-08-08,22:04:19,completed,13.7
4405,2750,12,"Tiramisù,Philadelphia maki,Tiramisù",2025-06-10,20:33:07,pending,21.03
4406,2273,14,"Meatballs with sauce,Pasta Carbonara,Philadelphia maki",2024-08-03,11:13:59,completed,22.18
4407,1609,10,"Pork belly buns,Caesar Salad,Salmon nigiri,Pizza",2022-05-28,14:22:43,completed,25.92
4408,229,11,Philadelphia maki,2024-05-23,08:24:42,pending,5.2
4409,2629,21,Katsu Curry,2024-08-25,06:17:33,pending,8.95
4410,1420,22,Scotch eggs,2021-09-28,14:35:05,completed,4.02
4411,437,1,"Pasta and Beans,Tiramisù,Pork sausage roll",2020-07-29,14:49:45,completed,18.85
4412,1525,6,"Bruschette with Tomato,Pasta Carbonara",2025-08-19,16:34:01,pending,11.57
4413,1441,25,"Scotch eggs,Bruschette with Tomato",2023-07-29,17:58:47,pending,12.08
4414,642,27,Ebiten maki,2023-12-18,12:11:14,completed,8.41
4415,2621,4,"Ricotta stuffed Ravioli,Linguine with clams,Linguine with clams",2020-09-17,21:35:28,pending,18.04
4416,42,27,Lasagne,2021-03-20,19:21:21,completed,4.33
4417,1434,12,Pork sausage roll,2021-12-13,22:19:31,pending,6.26
4418,1413,21,"Ebiten maki,Barbecue Ribs",2020-05-31,15:53:16,completed,11.57
4419,2750,3,"California maki,Pizza",2020-05-07,10:02:17,completed,12.7
4420,252,12,"Katsu Curry,Pappardelle alla Bolognese",2020-08-20,06:47:36,completed,13.68
4421,2835,1,"Pork sausage roll,Caprese Salad",2025-09-24,22:22:22,completed,14.16
4422,856,2,Cheeseburger,2020-08-25,10:21:39,completed,4.63
4423,2523,21,"Katsu Curry,Pork sausage roll,Katsu Curry",2025-06-17,22:45:26,completed,21.77
4424,647,8,Caesar Salad,2020-05-27,13:23:30,completed,5.49
4425,721,12,"Pizza,Pasta with Tomato and Basil,Fish and chips",2021-09-13,17:52:52,completed,19.19
4426,2993,20,Lasagne,2025-05-18,15:10:10,pending,7.63
4427,2410,4,"Chilli con carne,Pappardelle alla Bolognese",2025-04-13,10:55:34,completed,13.09
4428,299,4,Vegetable Soup,2023-05-02,21:55:53,completed,7.17
4429,1814,24,California maki,2021-01-04,13:17:33,completed,6.94
4430,2296,29,"Barbecue Ribs,Teriyaki Chicken donburi",2024-04-08,17:10:58,completed,9.48
4431,873,27,"Fish and chips,Vegetable Soup",2023-08-06,09:35:54,completed,10.77
4432,889,10,"Chicken Fajitas,Scotch eggs,Califlower penne",2023-02-27,06:37:24,completed,19.66
4433,1312,14,"French fries with sausages,Linguine with clams,Bruschette with Tomato,Linguine with clams",2020-04-05,11:32:25,completed,25.56
4434,804,5,Souvlaki,2022-03-26,08:45:50,completed,4.28
4435,1165,25,Risotto with seafood,2020-03-09,21:03:25,completed,7.47
4436,634,26,"Mushroom Risotto,Scotch eggs,French fries with sausages",2021-03-01,15:58:55,completed,18.2
4437,1331,11,"Chicken wings,Pork sausage roll,Philadelphia maki,Califlower penne,Chicken wings",2021-02-26,18:41:08,completed,32.84
4438,2061,4,"Philadelphia maki,Tuna sashimi,Risotto with seafood",2022-05-03,12:26:26,completed,16.02
4439,2299,19,"Chicken Fajitas,Pork sausage roll,Lasagne,Fish and chips,Pork sausage roll",2021-07-31,11:04:35,pending,29.84
4440,112,7,Scotch eggs,2024-09-19,17:37:36,completed,8.36
4441,1379,29,"Fish and chips,Pork belly buns,California maki,Chicken wings,Fettuccine Alfredo",2024-05-03,09:13:46,completed,30.53
4442,1431,25,"Pizza,Caprese Salad",2025-09-20,06:21:14,cancelled,13.12
4443,1374,27,Fettuccine Alfredo,2023-09-27,11:46:51,completed,7.53
4444,1272,11,"Bruschette with Tomato,Fish and chips,Pork sausage roll,Chicken Fajitas,Chicken Fajitas",2022-04-05,21:20:53,completed,27.06
4445,354,26,"Chicken milanese,Scotch eggs,Ricotta stuffed Ravioli",2021-11-07,10:40:43,completed,21.4
4446,1462,3,Caesar Salad,2020-02-13,09:06:41,pending,7.11
4447,2686,6,"Mushroom Risotto,Fettuccine Alfredo",2025-05-21,09:27:25,completed,14.07
4448,433,11,Lasagne,2020-06-21,19:20:25,completed,5.19
4449,105,27,"Tuna sashimi,Pizza",2024-07-30,12:13:02,completed,13.36
4450,2293,22,"Ricotta stuffed Ravioli,Pappardelle alla Bolognese,Ricotta stuffed Ravioli,Pasta Carbonara",2020-08-27,13:01:34,completed,27.08
4451,1153,23,California maki,2023-09-15,07:10:11,completed,5.16
4452,1308,21,"Mushroom Risotto,Katsu Curry,Pappardelle alla Bolognese",2021-07-28,20:03:37,completed,17.37
4453,1295,22,Caesar Salad,2022-06-09,09:48:06,cancelled,6.54
4454,1885,3,"Chicken milanese,Philadelphia maki,Fish and chips,Pasta with Tomato and Basil",2022-09-26,17:32:31,completed,27.0
4455,2580,29,"Pizza,Caesar Salad,French fries with sausages",2025-04-23,07:27:12,completed,23.03
4456,2682,26,"Katsu Curry,California maki,Katsu Curry,Ebiten maki",2025-09-17,15:25:13,completed,28.08
4457,171,19,Barbecue Ribs,2020-08-23,18:06:01,completed,8.26
4458,2415,18,"Caesar Salad,Souvlaki,Meatballs with sauce,Pasta and Beans",2025-06-28,07:26:34,cancelled,17.57
4459,2119,3,"Fish and chips,Linguine with clams",2025-01-04,06:12:57,completed,12.44
4460,2803,20,"Pasta with Tomato and Basil,Risotto with seafood,Pork belly buns",2020-07-13,22:48:33,completed,14.02
4461,1109,30,"Califlower penne,Lasagne,Chicken milanese",2021-07-06,21:10:18,completed,19.35
4462,297,14,Vegetable Soup,2020-06-10,13:50:02,completed,4.15
4463,1875,29,Ricotta stuffed Ravioli,2024-08-09,07:10:12,completed,4.09
4464,977,24,"Katsu Curry,Pork sausage roll,Tuna sashimi",2022-04-19,06:24:23,completed,21.05
4465,767,21,"Scotch eggs,Risotto with seafood,Tuna sashimi",2021-09-12,17:21:05,completed,21.39
4466,2356,9,Chicken wings,2023-05-05,11:46:24,completed,4.44
4467,2899,11,Fettuccine Alfredo,2023-02-16,16:41:41,cancelled,4.19
4468,375,22,Katsu Curry,2020-01-25,16:25:01,completed,6.55
4469,1147,16,"Chilli con carne,Linguine with clams",2024-01-29,14:01:49,completed,14.88
4470,1691,27,Ricotta stuffed Ravioli,2020-01-02,19:06:03,completed,6.53
4471,1660,19,"Chicken Fajitas,French fries with sausages",2022-01-19,06:50:37,cancelled,13.51
4472,41,14,Pasta and Beans,2021-02-28,16:34:45,completed,6.59
4473,1555,5,"Bruschette with Tomato,Katsu Curry,Ebiten maki",2021-08-25,14:38:47,completed,22.76
4474,1954,3,Vegetable Soup,2022-11-11,15:36:45,completed,8.06
4475,200,11,Pasta with Tomato and Basil,2020-04-18,22:46:38,completed,7.79
4476,1690,20,"Pasta and Beans,Ricotta stuffed Ravioli,Tiramisù,Fettuccine Alfredo,Lasagne",2024-02-18,10:40:23,completed,27.61
4477,2847,6,Barbecue Ribs,2024-03-04,16:19:02,completed,7.8
4478,2958,17,Vegetable Soup,2024-12-15,19:48:08,completed,5.01
4479,1519,20,"Pasta and Beans,Linguine with clams,Teriyaki Chicken donburi,Pork belly buns,Barbecue Ribs",2020-01-19,07:41:07,completed,36.3
4480,1812,22,Souvlaki,2020-10-15,09:17:32,pending,6.7
4481,1412,22,Fettuccine Alfredo,2022-12-27,21:18:06,completed,4.67
4482,2415,11,Salmon nigiri,2023-01-05,20:32:29,completed,5.48
4483,512,3,California maki,2023-03-03,08:00:06,completed,5.39
4484,1340,6,"Katsu Curry,Tiramisù,Mushroom Risotto,Barbecue Ribs",2020-10-27,22:46:44,completed,25.16
4485,2576,24,"Scotch eggs,Chicken wings",2022-04-22,11:13:43,completed,11.12
4486,220,4,Scotch eggs,2024-05-16,17:50:01,completed,5.18
4487,2503,12,"Bruschette with Tomato,Pork sausage roll,Lasagne,French fries with sausages",2020-11-01,19:12:19,completed,26.74
4488,1733,10,"Caesar Salad,Teriyaki Chicken donburi,Salmon nigiri",2025-02-10,19:34:04,completed,18.48
4489,2834,8,"Pasta Carbonara,Barbecue Ribs",2025-10-01,14:44:13,pending,13.67
4490,453,30,Chilli con carne,2022-09-29,07:40:38,completed,8.6
4491,2478,4,"Katsu Curry,Barbecue Ribs,Chicken milanese",2022-07-21,20:12:14,pending,19.98
4492,2862,2,California maki,2024-10-12,15:52:29,completed,4.8
4493,2901,5,Chilli con carne,2023-01-22,06:09:44,completed,5.21
4494,1836,27,"Scotch eggs,Pasta Carbonara,California maki,Chicken milanese,Lasagne",2021-03-01,11:22:56,pending,31.11
4495,50,6,Pasta and Beans,2023-04-29,21:00:48,cancelled,4.87
4496,1184,22,Souvlaki,2022-05-24,19:28:34,completed,4.36
4497,2410,4,"Chicken Fajitas,Souvlaki",2023-04-07,16:13:19,completed,11.93
4498,1527,8,"Bruschette with Tomato,California maki",2024-05-01,13:45:56,pending,9.65
4499,2397,9,"Katsu Curry,Salmon nigiri",2023-02-28,09:45:38,completed,13.71
4500,2305,12,"Philadelphia maki,Pork sausage roll",2020-04-18,06:22:20,completed,15.16
4501,856,19,Katsu Curry,2021-03-29,10:19:05,completed,8.06
4502,2848,24,"Ricotta stuffed Ravioli,Lasagne,Chicken Fajitas",2023-03-02,21:46:07,completed,19.11
4503,2403,2,"Pasta Carbonara,Chicken Fajitas",2022-10-20,14:41:12,completed,15.11
4504,949,6,Pork belly buns,2020-08-13,07:27:10,completed,5.86
4505,501,29,"Pork belly buns,Linguine with clams",2025-08-06,17:22:57,completed,13.8
4506,1732,10,"Mushroom Risotto,Chicken wings",2020-07-10,14:12:28,completed,9.33
4507,2406,20,Chicken milanese,2020-01-29,10:11:29,completed,7.38
4508,1621,23,Ebiten maki,2021-08-11,18:59:04,completed,4.44
4509,1226,2,"Risotto with seafood,French fries with sausages,Pasta and Beans",2024-09-02,07:45:15,completed,21.38
4510,290,13,"Tuna sashimi,Cheeseburger,Chicken wings",2024-02-10,10:02:00,completed,21.98
4511,2822,23,Salmon nigiri,2020-02-04,14:01:02,completed,5.96
4512,2025,18,"French fries with sausages,Caprese Salad",2021-07-01,09:49:33,pending,14.55
4513,2824,30,Ebiten maki,2023-08-18,18:02:09,completed,7.51
4514,1324,20,"Tuna sashimi,Pork belly buns,Fettuccine Alfredo",2024-08-18,18:52:28,cancelled,16.04
4515,2807,21,Caprese Salad,2024-07-15,13:43:09,completed,8.63
4516,1232,11,Linguine with clams,2020-11-22,15:17:02,completed,6.29
4517,1074,6,"Linguine with clams,Pasta and Beans,French fries with sausages,Fettuccine Alfredo",2020-11-29,10:20:01,completed,23.81
4518,1422,11,"Pasta with Tomato and Basil,Vegetable Soup,Caesar Salad",2025-03-07,06:57:52,completed,17.96
4519,1779,19,Lasagne,2022-12-05,17:16:07,completed,5.72
4520,1512,29,Risotto with seafood,2024-11-08,10:28:47,completed,5.22
4521,1998,7,"Chilli con carne,Meatballs with sauce,Califlower penne",2024-10-14,11:48:40,completed,19.07
4522,1983,12,"Califlower penne,French fries with sausages",2022-08-24,21:52:15,cancelled,13.4
4523,2760,19,"Lasagne,Linguine with clams,Chicken Fajitas,Chicken wings,Pappardelle alla Bolognese",2023-01-30,07:01:42,cancelled,31.22
4524,2721,4,Pasta and Beans,2023-05-15,15:32:56,completed,7.49
4525,37,18,Fish and chips,2023-10-03,09:35:19,completed,7.11
4526,280,23,"Cheeseburger,French fries with sausages",2021-12-07,10:56:12,completed,16.46
4527,1741,23,Chicken milanese,2024-01-16,15:20:17,completed,5.56
4528,2823,8,Cheeseburger,2024-03-29,15:23:52,completed,7.72
4529,967,6,Lasagne,2025-04-30,08:13:19,completed,4.21
4530,1376,10,"Vegetable Soup,Caprese Salad",2023-07-14,15:39:01,completed,11.69
4531,2148,10,Bruschette with Tomato,2023-02-22,09:39:17,pending,6.54
4532,352,9,"Souvlaki,Meatballs with sauce",2023-03-16,15:45:15,cancelled,11.27
4533,2561,13,"Philadelphia maki,Teriyaki Chicken donburi",2025-05-10,16:31:40,completed,13.32
4534,2733,5,"Fettuccine Alfredo,Fish and chips",2020-12-25,12:19:49,completed,10.45
4535,75,11,Tuna sashimi,2023-03-05,20:23:49,pending,6.01
4536,15,24,Pizza,2025-02-13,20:55:32,completed,4.73
4537,1729,8,"Bruschette with Tomato,Pasta with Tomato and Basil,Souvlaki,Chilli con carne",2023-10-15,13:19:17,pending,26.07
4538,2466,15,Tuna sashimi,2024-01-10,17:18:53,completed,7.74
